% function evaluation | noise-free fitness - Fopt (-6,211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3,005916784e+09 +3,005916784e+09 +3,005916163e+09 +3,005916163e+09 +3,9040e+00 -1,5205e+00 -2,7281e+00 -1,5614e+00 -2,7957e+00 -4,1458e+00 -4,7054e+00 +1,4814e-01 -1,0210e+00 +7,1927e-01
2 +1,123643930e+08 +1,123643930e+08 +1,123637719e+08 +1,123637719e+08 +1,1131e+00 -2,3895e+00 -8,3787e-01 -2,4781e+00 +1,5284e+00 +2,3930e+00 -4,7409e-01 +2,2159e-02 +1,0662e+00 -1,5644e+00
3 +7,985669376e+07 +7,985669376e+07 +7,985607265e+07 +7,985607265e+07 -2,9022e+00 +7,0768e+00 +8,8867e-01 -3,4012e+00 +1,1376e+00 -2,9074e+00 -3,2623e+00 +4,0935e-01 -1,2445e+00 -3,3318e+00
16 +5,442191966e+07 +5,442191966e+07 +5,442129855e+07 +5,442129855e+07 +9,7612e-01 +5,1967e-01 +1,9328e+00 -1,7984e+00 -3,1893e+00 -5,4293e-01 +2,9089e+00 +8,9922e-01 +2,4588e+00 -3,5048e+00
361 +3,443487249e+07 +3,443487249e+07 +3,443425138e+07 +3,443425138e+07 +3,3803e-01 +1,2207e+00 -2,1374e+00 +8,6709e-01 +2,7946e+00 -7,0944e-02 +9,0249e-01 +9,8933e-01 +3,1304e+00 -5,2622e-01
1152 +2,232845418e+07 +2,232845418e+07 +2,232783307e+07 +2,232783307e+07 -1,4616e+00 +8,2919e-01 +5,8269e-02 -4,6699e+00 -3,0722e+00 -5,6802e-01 +1,7688e+00 +5,2376e-01 +2,2163e+00 -7,9879e-01
1801 +1,352508015e+07 +1,352508015e+07 +1,352445904e+07 +1,352445904e+07 -3,4155e-01 +5,0000e+00 -1,2954e+00 -2,5736e+00 -1,8288e+00 -1,6201e+00 -9,4073e-01 -1,2028e+00 +2,4315e+00 -3,2448e-01
2473 +3,944194709e+06 +3,944194709e+06 +3,943573599e+06 +3,943573599e+06 -1,1553e+00 +4,4544e+00 -3,8677e-01 -2,7586e+00 +3,1546e+00 -7,6502e-01 +1,3023e+00 -1,3385e+00 +2,1202e+00 +2,0076e-01
3317 +2,153684225e+06 +2,153684225e+06 +2,153063115e+06 +2,153063115e+06 -3,8867e-01 +4,3221e+00 -1,2043e-01 -3,9097e+00 -1,1464e+00 -3,0905e+00 +1,6330e+00 -7,4658e-01 +1,8995e+00 -4,6661e-01
4071 +1,563953805e+06 +1,563953805e+06 +1,563332695e+06 +1,563332695e+06 -9,8818e-01 +3,5898e+00 +1,2998e-01 -3,4044e+00 +3,6890e-01 -2,5384e+00 +7,7939e-01 -1,3576e+00 +1,7616e+00 -5,9258e-02
4300 +9,459194292e+05 +9,459194292e+05 +9,452983192e+05 +9,452983192e+05 -1,1523e+00 +3,7988e+00 -1,2104e+00 -3,2559e+00 +8,3329e-01 -1,7217e+00 +9,3942e-01 -1,4062e+00 +2,3728e+00 -4,2821e-01
5022 +4,967956577e+05 +4,967956577e+05 +4,961745477e+05 +4,961745477e+05 -1,5986e+00 +3,7478e+00 -6,5386e-01 -3,2559e+00 +5,6411e-01 -1,6655e+00 +1,2050e+00 -9,0600e-01 +1,7969e+00 -8,6684e-01
5163 +3,966322669e+05 +3,966322669e+05 +3,960111569e+05 +3,960111569e+05 -1,5423e+00 +3,9726e+00 -1,1858e+00 -3,2639e+00 +1,4660e+00 -1,3764e+00 +7,2349e-01 -1,2778e+00 +2,2404e+00 -5,3426e-01
5322 +1,759627309e+05 +1,759627309e+05 +1,753416209e+05 +1,753416209e+05 -1,2520e+00 +3,7478e+00 -6,5386e-01 -3,2559e+00 +5,5094e-01 -1,5576e+00 +1,2050e+00 -9,0600e-01 +1,7969e+00 -3,3046e-01
6256 +8,097015062e+04 +8,097015062e+04 +8,034904062e+04 +8,034904062e+04 -1,4442e+00 +3,9559e+00 -9,8399e-01 -3,2559e+00 +1,5736e+00 -1,2571e+00 +1,0780e+00 -7,4526e-01 +1,9378e+00 -5,6977e-01
6818 +5,205008134e+04 +5,205008134e+04 +5,142897134e+04 +5,142897134e+04 -1,3065e+00 +3,8447e+00 -8,0765e-01 -3,2639e+00 +1,1841e+00 -1,6760e+00 +1,0852e+00 -7,7393e-01 +1,7763e+00 -4,5953e-01
8178 +3,872031493e+04 +3,872031493e+04 +3,809920493e+04 +3,809920493e+04 -1,4013e+00 +3,9608e+00 -9,0442e-01 -3,2604e+00 +1,1242e+00 -1,5319e+00 +1,0511e+00 -7,3231e-01 +1,9405e+00 -6,0043e-01
8629 +1,694918997e+04 +1,694918997e+04 +1,632807997e+04 +1,632807997e+04 -1,2567e+00 +4,0082e+00 -7,8954e-01 -3,3756e+00 +8,8320e-01 -1,6250e+00 +1,1788e+00 -7,9478e-01 +1,7527e+00 -5,0053e-01
8810 +1,435859059e+04 +1,435859059e+04 +1,373748059e+04 +1,373748059e+04 -1,2609e+00 +4,0387e+00 -7,2584e-01 -3,2900e+00 +8,9773e-01 -1,5732e+00 +1,0323e+00 -7,3523e-01 +1,7213e+00 -5,0692e-01
9230 +5,433071850e+03 +5,433071850e+03 +4,811961850e+03 +4,811961850e+03 -1,2709e+00 +4,0030e+00 -8,2194e-01 -3,2639e+00 +1,0836e+00 -1,5659e+00 +1,0999e+00 -8,2630e-01 +1,8118e+00 -5,3768e-01
